Income,Education,PhysActivity,Veggies,HvyAlcoholConsump,Fruits,User Reference
4.0,5.0,1.0,0.0,0.0,0.0,User_74
6.0,5.0,1.0,0.0,0.0,0.0,User_75
8.0,5.0,1.0,1.0,0.0,0.0,User_76
2.0,6.0,1.0,1.0,0.0,0.0,User_77
3.0,6.0,1.0,1.0,1.0,0.0,User_78
8.0,4.0,1.0,1.0,0.0,0.0,User_79
8.0,6.0,1.0,1.0,0.0,0.0,User_80
7.0,4.0,0.0,1.0,0.0,0.0,User_81
4.0,4.0,1.0,1.0,0.0,1.0,User_82
2.0,2.0,1.0,0.0,0.0,0.0,User_83
7.0,4.0,1.0,1.0,1.0,0.0,User_84
8.0,6.0,0.0,1.0,0.0,0.0,User_85
8.0,5.0,1.0,1.0,0.0,1.0,User_86
8.0,4.0,0.0,0.0,0.0,1.0,User_87
8.0,6.0,1.0,1.0,0.0,1.0,User_88
6.0,5.0,1.0,1.0,0.0,0.0,User_89
8.0,5.0,0.0,1.0,0.0,0.0,User_90
8.0,6.0,1.0,0.0,0.0,0.0,User_91
7.0,5.0,1.0,1.0,1.0,1.0,User_92
2.0,5.0,1.0,0.0,0.0,0.0,User_93
7.0,6.0,1.0,1.0,0.0,1.0,User_94
3.0,2.0,0.0,1.0,0.0,1.0,User_95
3.0,5.0,1.0,1.0,0.0,0.0,User_96
6.0,4.0,1.0,1.0,0.0,1.0,User_97
3.0,4.0,0.0,1.0,0.0,1.0,User_98
8.0,4.0,1.0,1.0,0.0,1.0,User_99
8.0,6.0,1.0,1.0,0.0,0.0,User_100
5.0,6.0,1.0,1.0,0.0,1.0,User_101
6.0,6.0,1.0,1.0,0.0,1.0,User_102
7.0,6.0,1.0,1.0,0.0,1.0,User_103
2.0,6.0,1.0,1.0,0.0,1.0,User_104
6.0,6.0,1.0,1.0,0.0,1.0,User_105
2.0,5.0,1.0,1.0,0.0,1.0,User_106
5.0,4.0,1.0,1.0,0.0,0.0,User_107
7.0,6.0,1.0,1.0,0.0,0.0,User_108
3.0,5.0,1.0,1.0,0.0,0.0,User_109
6.0,5.0,1.0,1.0,0.0,1.0,User_110
4.0,6.0,0.0,1.0,0.0,1.0,User_111
6.0,4.0,0.0,1.0,0.0,0.0,User_112
8.0,6.0,1.0,1.0,0.0,1.0,User_113
6.0,6.0,1.0,0.0,0.0,1.0,User_114
6.0,5.0,1.0,1.0,0.0,1.0,User_115
7.0,6.0,1.0,1.0,1.0,1.0,User_116
7.0,4.0,0.0,1.0,0.0,1.0,User_117
7.0,5.0,0.0,1.0,0.0,0.0,User_118
6.0,6.0,1.0,0.0,0.0,0.0,User_119
8.0,6.0,1.0,1.0,0.0,0.0,User_120
7.0,6.0,0.0,1.0,0.0,1.0,User_121
4.0,4.0,0.0,0.0,0.0,1.0,User_122
8.0,4.0,1.0,1.0,0.0,0.0,User_123
7.0,5.0,1.0,1.0,0.0,0.0,User_124
7.0,3.0,1.0,1.0,0.0,0.0,User_125
5.0,5.0,1.0,0.0,0.0,0.0,User_126
4.0,4.0,0.0,0.0,0.0,0.0,User_127
8.0,4.0,0.0,1.0,0.0,1.0,User_128
3.0,4.0,0.0,1.0,0.0,1.0,User_129
8.0,4.0,1.0,1.0,0.0,0.0,User_130
6.0,5.0,1.0,1.0,0.0,0.0,User_131
2.0,4.0,0.0,1.0,0.0,1.0,User_132
4.0,3.0,0.0,0.0,0.0,0.0,User_133
8.0,6.0,1.0,1.0,0.0,1.0,User_134
5.0,4.0,0.0,1.0,0.0,1.0,User_135
8.0,6.0,1.0,1.0,0.0,1.0,User_136
6.0,4.0,1.0,1.0,0.0,0.0,User_137
8.0,6.0,1.0,1.0,0.0,1.0,User_138
7.0,5.0,0.0,1.0,0.0,0.0,User_139
3.0,3.0,0.0,1.0,0.0,0.0,User_140
2.0,4.0,0.0,1.0,0.0,0.0,User_141
8.0,4.0,0.0,1.0,0.0,1.0,User_142
5.0,6.0,0.0,0.0,0.0,0.0,User_143
8.0,5.0,1.0,1.0,1.0,0.0,User_144
1.0,3.0,0.0,1.0,0.0,1.0,User_145
3.0,3.0,1.0,0.0,0.0,0.0,User_146
6.0,5.0,1.0,1.0,0.0,1.0,User_147
4.0,4.0,0.0,0.0,1.0,1.0,User_148
6.0,4.0,1.0,1.0,0.0,1.0,User_149
7.0,4.0,0.0,1.0,0.0,0.0,User_150
6.0,4.0,0.0,1.0,0.0,0.0,User_151
4.0,5.0,1.0,1.0,0.0,1.0,User_152
6.0,5.0,1.0,1.0,0.0,0.0,User_153
6.0,5.0,0.0,0.0,0.0,0.0,User_154
8.0,6.0,1.0,0.0,0.0,1.0,User_155
5.0,6.0,0.0,0.0,0.0,1.0,User_156
8.0,4.0,1.0,1.0,0.0,1.0,User_157
5.0,6.0,1.0,1.0,0.0,0.0,User_158
4.0,6.0,0.0,1.0,0.0,1.0,User_159
5.0,3.0,1.0,0.0,0.0,0.0,User_160
8.0,4.0,1.0,1.0,0.0,1.0,User_161
8.0,6.0,0.0,1.0,0.0,0.0,User_162
8.0,4.0,0.0,0.0,0.0,0.0,User_163
4.0,4.0,1.0,1.0,0.0,1.0,User_164
6.0,5.0,0.0,0.0,0.0,1.0,User_165
4.0,5.0,0.0,1.0,0.0,1.0,User_166
7.0,6.0,1.0,1.0,0.0,0.0,User_167
7.0,6.0,1.0,0.0,0.0,0.0,User_168
6.0,5.0,1.0,0.0,0.0,0.0,User_169
6.0,5.0,1.0,1.0,0.0,1.0,User_170
3.0,5.0,0.0,1.0,0.0,1.0,User_171
8.0,6.0,0.0,0.0,0.0,0.0,User_172
5.0,5.0,1.0,1.0,0.0,0.0,User_173
2.0,5.0,1.0,1.0,0.0,1.0,User_174
5.0,5.0,0.0,1.0,0.0,0.0,User_175
8.0,5.0,1.0,1.0,0.0,0.0,User_176
7.0,6.0,1.0,1.0,0.0,1.0,User_177
6.0,5.0,0.0,1.0,0.0,0.0,User_178
7.0,5.0,1.0,1.0,0.0,1.0,User_179
8.0,6.0,1.0,1.0,0.0,0.0,User_180
3.0,4.0,1.0,0.0,0.0,1.0,User_181
8.0,6.0,1.0,1.0,0.0,1.0,User_182
5.0,4.0,1.0,0.0,0.0,1.0,User_183
6.0,4.0,0.0,1.0,1.0,1.0,User_184
8.0,6.0,1.0,1.0,0.0,1.0,User_185
8.0,6.0,1.0,1.0,0.0,0.0,User_186
6.0,4.0,0.0,1.0,0.0,1.0,User_187
2.0,5.0,0.0,1.0,0.0,0.0,User_188
8.0,6.0,0.0,0.0,0.0,0.0,User_189
5.0,2.0,1.0,1.0,0.0,1.0,User_190
7.0,6.0,0.0,1.0,0.0,1.0,User_191
5.0,5.0,0.0,0.0,0.0,0.0,User_192
8.0,4.0,0.0,1.0,0.0,0.0,User_193
5.0,6.0,1.0,1.0,0.0,1.0,User_194
7.0,6.0,0.0,1.0,0.0,1.0,User_195
7.0,4.0,0.0,1.0,0.0,1.0,User_196
4.0,4.0,0.0,1.0,0.0,1.0,User_197
8.0,5.0,1.0,0.0,0.0,0.0,User_198
8.0,6.0,0.0,0.0,0.0,1.0,User_199
8.0,6.0,0.0,1.0,0.0,1.0,User_200
2.0,5.0,0.0,1.0,0.0,1.0,User_201
8.0,6.0,1.0,1.0,1.0,1.0,User_202
6.0,6.0,0.0,1.0,0.0,1.0,User_203
8.0,6.0,1.0,1.0,0.0,1.0,User_204
4.0,5.0,1.0,1.0,0.0,1.0,User_205
6.0,6.0,1.0,0.0,0.0,1.0,User_206
8.0,6.0,1.0,0.0,0.0,1.0,User_207
3.0,4.0,0.0,1.0,0.0,1.0,User_208
8.0,5.0,1.0,0.0,0.0,1.0,User_209
6.0,5.0,1.0,1.0,0.0,1.0,User_210
7.0,6.0,0.0,1.0,0.0,1.0,User_211
6.0,5.0,1.0,1.0,0.0,1.0,User_212
1.0,4.0,1.0,1.0,0.0,0.0,User_213
4.0,3.0,1.0,0.0,0.0,1.0,User_214
7.0,6.0,1.0,1.0,0.0,1.0,User_215
7.0,4.0,0.0,1.0,0.0,0.0,User_216
1.0,4.0,0.0,1.0,0.0,0.0,User_217
1.0,4.0,1.0,0.0,0.0,1.0,User_218
4.0,5.0,1.0,0.0,0.0,1.0,User_219
5.0,4.0,0.0,0.0,0.0,1.0,User_220
7.0,4.0,1.0,1.0,0.0,0.0,User_221
6.0,6.0,0.0,1.0,0.0,1.0,User_222
8.0,5.0,1.0,1.0,0.0,1.0,User_223
7.0,6.0,0.0,1.0,0.0,1.0,User_224
8.0,5.0,1.0,1.0,0.0,1.0,User_225
4.0,5.0,1.0,1.0,0.0,0.0,User_226
8.0,6.0,1.0,1.0,0.0,1.0,User_227
8.0,6.0,1.0,1.0,0.0,0.0,User_228
4.0,6.0,1.0,1.0,0.0,1.0,User_229
2.0,5.0,1.0,1.0,0.0,0.0,User_230
8.0,5.0,1.0,1.0,0.0,0.0,User_231
7.0,6.0,1.0,1.0,0.0,1.0,User_232
6.0,5.0,0.0,1.0,0.0,0.0,User_233
8.0,6.0,0.0,1.0,0.0,0.0,User_234
6.0,5.0,0.0,0.0,0.0,0.0,User_235
6.0,6.0,0.0,1.0,0.0,1.0,User_236
7.0,6.0,1.0,1.0,0.0,1.0,User_237
8.0,4.0,1.0,0.0,0.0,0.0,User_238
8.0,6.0,1.0,1.0,1.0,1.0,User_239
6.0,6.0,0.0,1.0,0.0,0.0,User_240
8.0,5.0,1.0,0.0,0.0,0.0,User_241
6.0,4.0,1.0,0.0,0.0,0.0,User_242
7.0,5.0,0.0,0.0,0.0,0.0,User_243
8.0,4.0,1.0,0.0,0.0,1.0,User_244
6.0,5.0,1.0,1.0,0.0,0.0,User_245
8.0,5.0,0.0,1.0,0.0,0.0,User_246
7.0,5.0,0.0,1.0,0.0,1.0,User_247
2.0,4.0,0.0,0.0,0.0,1.0,User_248
7.0,6.0,0.0,0.0,0.0,1.0,User_249
6.0,5.0,0.0,1.0,0.0,1.0,User_250
2.0,3.0,0.0,1.0,0.0,1.0,User_251
7.0,6.0,1.0,1.0,0.0,1.0,User_252
3.0,3.0,1.0,1.0,0.0,0.0,User_253
7.0,6.0,1.0,1.0,0.0,1.0,User_254
8.0,4.0,1.0,1.0,0.0,0.0,User_255
5.0,4.0,1.0,1.0,0.0,0.0,User_256
1.0,5.0,1.0,1.0,0.0,0.0,User_257
4.0,4.0,1.0,1.0,0.0,1.0,User_258
7.0,4.0,1.0,1.0,0.0,1.0,User_259
5.0,4.0,1.0,1.0,0.0,1.0,User_260
7.0,6.0,1.0,1.0,0.0,1.0,User_261
8.0,6.0,1.0,1.0,0.0,1.0,User_262
4.0,6.0,0.0,0.0,0.0,0.0,User_263
8.0,5.0,1.0,1.0,0.0,1.0,User_264
4.0,5.0,0.0,1.0,0.0,1.0,User_265
8.0,3.0,0.0,0.0,0.0,0.0,User_266
8.0,6.0,0.0,1.0,0.0,0.0,User_267
8.0,5.0,1.0,0.0,0.0,1.0,User_268
5.0,5.0,0.0,1.0,0.0,1.0,User_269
8.0,5.0,0.0,1.0,0.0,0.0,User_270
8.0,4.0,1.0,1.0,0.0,0.0,User_271
5.0,4.0,1.0,1.0,0.0,1.0,User_272
5.0,5.0,1.0,1.0,0.0,0.0,User_273
5.0,6.0,1.0,1.0,0.0,0.0,User_274
7.0,5.0,1.0,1.0,0.0,0.0,User_275
4.0,4.0,1.0,1.0,0.0,0.0,User_276
6.0,6.0,0.0,1.0,0.0,0.0,User_277
6.0,6.0,1.0,0.0,0.0,1.0,User_278
6.0,4.0,0.0,0.0,0.0,1.0,User_279
3.0,6.0,0.0,0.0,0.0,0.0,User_280
7.0,5.0,0.0,1.0,0.0,1.0,User_281
6.0,4.0,1.0,1.0,0.0,1.0,User_282
3.0,5.0,1.0,1.0,0.0,1.0,User_283
3.0,4.0,1.0,0.0,0.0,1.0,User_284
8.0,5.0,0.0,1.0,0.0,1.0,User_285
8.0,5.0,0.0,1.0,0.0,1.0,User_286
7.0,5.0,0.0,1.0,0.0,1.0,User_287
7.0,4.0,1.0,1.0,0.0,1.0,User_288
7.0,6.0,0.0,1.0,0.0,0.0,User_289
7.0,6.0,1.0,1.0,0.0,1.0,User_290
4.0,4.0,1.0,0.0,0.0,1.0,User_291
5.0,5.0,1.0,1.0,0.0,0.0,User_292
5.0,4.0,1.0,1.0,1.0,1.0,User_293
2.0,2.0,1.0,1.0,0.0,1.0,User_294
1.0,3.0,1.0,0.0,0.0,1.0,User_295
5.0,6.0,1.0,1.0,0.0,1.0,User_296
6.0,6.0,1.0,1.0,0.0,0.0,User_297
7.0,5.0,1.0,1.0,0.0,0.0,User_298
8.0,6.0,1.0,1.0,0.0,0.0,User_299
8.0,6.0,1.0,1.0,0.0,0.0,User_300
4.0,5.0,0.0,1.0,0.0,1.0,User_301
4.0,4.0,0.0,1.0,0.0,1.0,User_302
6.0,5.0,1.0,1.0,0.0,1.0,User_303
4.0,4.0,1.0,0.0,0.0,0.0,User_304
6.0,4.0,0.0,1.0,0.0,0.0,User_305
8.0,4.0,1.0,1.0,0.0,1.0,User_306
8.0,4.0,0.0,1.0,0.0,0.0,User_307
4.0,4.0,0.0,1.0,0.0,0.0,User_308
8.0,6.0,1.0,0.0,0.0,1.0,User_309
1.0,3.0,1.0,1.0,0.0,0.0,User_310
1.0,4.0,1.0,1.0,0.0,1.0,User_311
2.0,4.0,1.0,0.0,0.0,0.0,User_312
7.0,4.0,1.0,1.0,0.0,1.0,User_313
1.0,3.0,1.0,1.0,0.0,1.0,User_314
4.0,4.0,0.0,0.0,0.0,0.0,User_315
5.0,4.0,1.0,0.0,0.0,0.0,User_316
4.0,5.0,0.0,1.0,0.0,1.0,User_317
5.0,6.0,1.0,1.0,0.0,1.0,User_318
8.0,5.0,0.0,1.0,0.0,1.0,User_319
7.0,6.0,0.0,1.0,0.0,1.0,User_320
3.0,3.0,0.0,0.0,0.0,1.0,User_321
1.0,4.0,0.0,0.0,0.0,0.0,User_322
2.0,3.0,1.0,1.0,0.0,1.0,User_323
2.0,4.0,1.0,1.0,0.0,0.0,User_324
8.0,4.0,0.0,1.0,0.0,1.0,User_325
1.0,4.0,0.0,1.0,0.0,1.0,User_326
8.0,5.0,0.0,1.0,0.0,1.0,User_327
6.0,5.0,0.0,1.0,0.0,0.0,User_328
6.0,4.0,1.0,1.0,0.0,1.0,User_329
8.0,5.0,0.0,1.0,0.0,0.0,User_330
2.0,2.0,0.0,0.0,0.0,0.0,User_331
3.0,4.0,0.0,1.0,0.0,1.0,User_332
4.0,4.0,0.0,1.0,0.0,0.0,User_333
7.0,6.0,1.0,1.0,0.0,1.0,User_334
2.0,2.0,1.0,1.0,0.0,1.0,User_335
6.0,5.0,1.0,1.0,0.0,1.0,User_336
3.0,3.0,1.0,1.0,0.0,1.0,User_337
7.0,6.0,1.0,0.0,0.0,1.0,User_338
1.0,5.0,0.0,1.0,0.0,0.0,User_339
1.0,4.0,0.0,1.0,0.0,1.0,User_340
6.0,4.0,0.0,1.0,0.0,1.0,User_341
5.0,6.0,1.0,1.0,0.0,0.0,User_342
7.0,6.0,0.0,1.0,0.0,1.0,User_343
3.0,3.0,0.0,1.0,0.0,1.0,User_344
7.0,4.0,1.0,0.0,0.0,1.0,User_345
7.0,5.0,0.0,1.0,0.0,0.0,User_346
8.0,6.0,1.0,1.0,0.0,0.0,User_347
6.0,5.0,1.0,1.0,0.0,0.0,User_348
3.0,6.0,1.0,1.0,0.0,1.0,User_349
2.0,4.0,0.0,0.0,0.0,0.0,User_350
6.0,4.0,0.0,1.0,0.0,1.0,User_351
2.0,6.0,0.0,0.0,0.0,0.0,User_352
2.0,3.0,1.0,1.0,0.0,0.0,User_353
5.0,3.0,0.0,1.0,0.0,0.0,User_354
3.0,5.0,0.0,0.0,0.0,0.0,User_355
3.0,4.0,0.0,1.0,0.0,1.0,User_356
6.0,4.0,0.0,0.0,0.0,1.0,User_357
2.0,5.0,0.0,1.0,0.0,1.0,User_358
7.0,6.0,0.0,1.0,0.0,0.0,User_359
3.0,4.0,0.0,1.0,0.0,0.0,User_360
2.0,4.0,0.0,1.0,0.0,0.0,User_361
8.0,5.0,1.0,1.0,0.0,1.0,User_362
1.0,3.0,1.0,1.0,0.0,1.0,User_363
6.0,4.0,1.0,1.0,0.0,0.0,User_364
7.0,6.0,1.0,1.0,0.0,1.0,User_365
3.0,5.0,1.0,1.0,0.0,1.0,User_366
6.0,5.0,0.0,1.0,0.0,0.0,User_367
2.0,5.0,0.0,1.0,0.0,1.0,User_368
2.0,5.0,1.0,1.0,0.0,1.0,User_369
7.0,6.0,1.0,1.0,0.0,1.0,User_370
2.0,4.0,0.0,1.0,0.0,1.0,User_371
8.0,6.0,1.0,0.0,0.0,1.0,User_372
7.0,4.0,0.0,0.0,0.0,0.0,User_373
1.0,4.0,1.0,1.0,0.0,0.0,User_374
4.0,4.0,1.0,1.0,0.0,0.0,User_375
8.0,6.0,0.0,1.0,0.0,0.0,User_376
8.0,6.0,1.0,1.0,0.0,1.0,User_377
1.0,6.0,1.0,1.0,0.0,1.0,User_378
2.0,5.0,0.0,1.0,0.0,0.0,User_379
4.0,5.0,0.0,1.0,0.0,1.0,User_380
3.0,4.0,1.0,1.0,0.0,1.0,User_381
2.0,4.0,0.0,0.0,0.0,0.0,User_382
8.0,4.0,1.0,0.0,1.0,1.0,User_383
3.0,2.0,1.0,0.0,0.0,0.0,User_384
6.0,6.0,1.0,1.0,0.0,1.0,User_385
3.0,4.0,1.0,1.0,0.0,0.0,User_386
6.0,4.0,1.0,1.0,0.0,1.0,User_387
4.0,4.0,0.0,0.0,0.0,0.0,User_388
1.0,4.0,1.0,1.0,0.0,1.0,User_389
6.0,5.0,1.0,1.0,0.0,1.0,User_390
8.0,6.0,1.0,1.0,0.0,0.0,User_391
3.0,6.0,0.0,1.0,0.0,1.0,User_392
6.0,4.0,1.0,1.0,0.0,1.0,User_393
4.0,5.0,0.0,1.0,0.0,1.0,User_394
1.0,5.0,1.0,1.0,0.0,1.0,User_395
5.0,6.0,1.0,1.0,0.0,1.0,User_396
7.0,6.0,1.0,1.0,0.0,1.0,User_397
7.0,6.0,0.0,1.0,0.0,0.0,User_398
5.0,6.0,0.0,0.0,0.0,0.0,User_399
2.0,4.0,0.0,1.0,0.0,1.0,User_400
3.0,4.0,0.0,1.0,0.0,1.0,User_401
5.0,5.0,0.0,1.0,0.0,1.0,User_402
2.0,4.0,0.0,1.0,0.0,1.0,User_403
4.0,6.0,1.0,1.0,0.0,1.0,User_404
1.0,4.0,1.0,0.0,0.0,0.0,User_405
6.0,6.0,0.0,1.0,0.0,0.0,User_406
8.0,4.0,1.0,0.0,0.0,1.0,User_407
4.0,6.0,1.0,1.0,0.0,1.0,User_408
5.0,4.0,0.0,1.0,0.0,1.0,User_409
7.0,4.0,0.0,0.0,0.0,0.0,User_410
1.0,4.0,1.0,1.0,0.0,1.0,User_411
3.0,2.0,0.0,1.0,0.0,0.0,User_412
8.0,6.0,0.0,0.0,1.0,0.0,User_413
8.0,6.0,0.0,1.0,0.0,1.0,User_414
3.0,4.0,1.0,1.0,0.0,1.0,User_415
1.0,3.0,0.0,0.0,0.0,1.0,User_416
1.0,3.0,0.0,0.0,0.0,0.0,User_417
7.0,4.0,0.0,1.0,0.0,1.0,User_418
4.0,5.0,0.0,0.0,0.0,0.0,User_419
5.0,4.0,1.0,0.0,1.0,0.0,User_420
1.0,4.0,0.0,1.0,0.0,0.0,User_421
5.0,3.0,1.0,0.0,0.0,0.0,User_422
6.0,6.0,0.0,1.0,0.0,1.0,User_423
7.0,2.0,1.0,1.0,0.0,1.0,User_424
6.0,5.0,1.0,1.0,0.0,1.0,User_425
1.0,4.0,0.0,0.0,0.0,0.0,User_426
3.0,4.0,1.0,0.0,0.0,1.0,User_427
2.0,4.0,0.0,1.0,0.0,1.0,User_428
6.0,4.0,1.0,1.0,0.0,1.0,User_429
6.0,4.0,1.0,1.0,0.0,0.0,User_430
8.0,6.0,1.0,1.0,0.0,1.0,User_431
8.0,6.0,1.0,1.0,1.0,0.0,User_432
8.0,6.0,1.0,1.0,0.0,1.0,User_433
7.0,6.0,1.0,1.0,0.0,1.0,User_434
3.0,5.0,0.0,1.0,0.0,1.0,User_435
8.0,5.0,1.0,1.0,0.0,1.0,User_436
1.0,5.0,1.0,0.0,0.0,1.0,User_437
2.0,4.0,1.0,0.0,0.0,1.0,User_438
8.0,6.0,1.0,1.0,0.0,1.0,User_439
3.0,3.0,0.0,0.0,0.0,1.0,User_440
5.0,5.0,1.0,1.0,0.0,0.0,User_441
1.0,4.0,0.0,0.0,0.0,0.0,User_442
8.0,6.0,1.0,1.0,0.0,1.0,User_443
5.0,4.0,0.0,0.0,0.0,1.0,User_444
7.0,6.0,1.0,1.0,0.0,1.0,User_445
3.0,3.0,1.0,1.0,0.0,1.0,User_446
5.0,6.0,0.0,1.0,0.0,0.0,User_447
8.0,6.0,0.0,1.0,0.0,1.0,User_448
6.0,4.0,1.0,1.0,0.0,1.0,User_449
3.0,5.0,1.0,1.0,0.0,1.0,User_450
3.0,4.0,1.0,1.0,0.0,1.0,User_451
3.0,5.0,0.0,1.0,0.0,0.0,User_452
6.0,6.0,1.0,1.0,0.0,1.0,User_453
8.0,6.0,1.0,1.0,1.0,1.0,User_454
3.0,4.0,0.0,1.0,0.0,1.0,User_455
8.0,5.0,0.0,0.0,0.0,0.0,User_456
5.0,4.0,1.0,1.0,0.0,1.0,User_457
4.0,5.0,1.0,0.0,0.0,0.0,User_458
4.0,5.0,1.0,0.0,0.0,1.0,User_459
5.0,3.0,0.0,1.0,0.0,1.0,User_460
6.0,5.0,0.0,1.0,0.0,0.0,User_461
6.0,6.0,1.0,1.0,0.0,1.0,User_462
2.0,3.0,1.0,1.0,0.0,0.0,User_463
2.0,5.0,0.0,0.0,0.0,1.0,User_464
6.0,5.0,0.0,0.0,0.0,0.0,User_465
5.0,5.0,1.0,1.0,0.0,0.0,User_466
8.0,6.0,1.0,1.0,0.0,1.0,User_467
5.0,5.0,0.0,1.0,0.0,0.0,User_468
7.0,4.0,0.0,0.0,0.0,0.0,User_469
1.0,4.0,1.0,1.0,0.0,1.0,User_470
4.0,5.0,1.0,1.0,0.0,1.0,User_471
3.0,4.0,1.0,1.0,0.0,0.0,User_472
6.0,6.0,1.0,1.0,0.0,0.0,User_473
4.0,6.0,0.0,1.0,0.0,1.0,User_474
8.0,6.0,1.0,1.0,0.0,1.0,User_475
8.0,6.0,1.0,0.0,0.0,0.0,User_476
5.0,5.0,1.0,0.0,0.0,1.0,User_477
3.0,3.0,0.0,0.0,0.0,0.0,User_478
7.0,6.0,1.0,1.0,0.0,0.0,User_479
7.0,4.0,1.0,0.0,0.0,0.0,User_480
5.0,4.0,0.0,0.0,0.0,0.0,User_481
3.0,4.0,0.0,1.0,0.0,1.0,User_482
7.0,5.0,0.0,1.0,0.0,0.0,User_483
4.0,4.0,0.0,1.0,0.0,1.0,User_484
3.0,5.0,1.0,1.0,0.0,1.0,User_485
4.0,5.0,1.0,1.0,0.0,1.0,User_486
8.0,6.0,0.0,1.0,0.0,0.0,User_487
8.0,4.0,1.0,1.0,0.0,1.0,User_488
4.0,5.0,0.0,0.0,0.0,0.0,User_489
1.0,2.0,0.0,0.0,0.0,1.0,User_490
7.0,6.0,1.0,1.0,0.0,0.0,User_491
6.0,5.0,1.0,1.0,0.0,1.0,User_492
6.0,6.0,1.0,1.0,0.0,1.0,User_493
7.0,6.0,1.0,1.0,1.0,0.0,User_494
7.0,5.0,0.0,1.0,0.0,0.0,User_495
4.0,4.0,1.0,1.0,0.0,1.0,User_496
